the_geom,COLLECTOR,DATE_,SECTION_,PATROL,ROUTE,ROAD_TYPE,REF_PT,COMMENTS,DATAFILE
POINT (-105.60503568798697 38.32038630248997),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,27,069A,Main_Hwy,76,,S4P2703-01-15.cor
POINT (-105.60130883266612 38.33235480637259),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,27,069A,Main_Hwy,77,,S4P2703-01-15.cor
POINT (-105.59487905295676 38.34519539658482),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,27,069A,Main_Hwy,78,,S4P2703-01-15.cor
POINT (-105.58931870921856 38.35882732705694),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,27,069A,Main_Hwy,79,,S4P2703-01-15.cor
POINT (-105.58458177133618 38.372787973472356),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,27,069A,Main_Hwy,80,,S4P2703-01-15.cor
POINT (-105.58047823453083 38.38665003336161),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,27,069A,Main_Hwy,81,,S4P2703-01-15.cor
POINT (-105.58217856173164 38.400543123757274),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,27,069A,Main_Hwy,82,,S4P2703-01-15.cor
POINT (-105.58335517382089 38.40905433359742),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,27,069A,Main_Hwy,83,,S4P2703-01-15.cor
POINT (-105.58327089063076 38.40933672441715),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,27,069A,Main_Hwy,83.08999634,,S4P2703-01-15.cor
POINT (-105.04480231893477 37.19464343177776),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,34,,S4P3503-01-13.cor
POINT (-105.04666273071518 37.18208650044885),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,35,,S4P3503-01-13.cor
POINT (-105.0445355318213 37.16835572317918),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,36,,S4P3503-01-13.cor
POINT (-105.04198394072931 37.154076988517886),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,37,,S4P3503-01-13.cor
POINT (-105.02691917815187 37.14889996876871),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,38,,S4P3503-01-13.cor
POINT (-105.01029306642167 37.15210818130451),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,39,,S4P3503-01-13.cor
POINT (-104.99274424491665 37.15474867582838),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,40,,S4P3503-01-13.cor
POINT (-104.97494643011468 37.1572895762438),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,41,,S4P3503-01-13.cor
POINT (-104.95709705660485 37.160834398097215),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,42,,S4P3503-01-13.cor
POINT (-104.94019405325196 37.159238342102405),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,43,,S4P3503-01-13.cor
POINT (-104.92300160203186 37.154995933773066),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,44,,S4P3503-01-13.cor
POINT (-104.90661728363892 37.14965100607321),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,45,,S4P3503-01-13.cor
POINT (-104.89029457944014 37.143680863348656),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,46,,S4P3503-01-13.cor
POINT (-104.8758402941482 37.13604966633684),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,47,,S4P3503-01-13.cor
POINT (-104.8586020601808 37.13205266266659),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,48,,S4P3503-01-13.cor
POINT (-104.84117465509854 37.128564762084146),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,49,,S4P3503-01-13.cor
POINT (-104.82632760773686 37.13500938003218),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,50,,S4P3503-01-13.cor
POINT (-104.80943418739517 37.131823079380624),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,51,,S4P3503-01-13.cor
POINT (-104.7920739306642 37.12829005624127),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,52,,S4P3503-01-13.cor
POINT (-104.77649146154879 37.12175727482675),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,53,,S4P3503-01-13.cor
POINT (-104.75932695905149 37.124895074091526),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,54,,S4P3503-01-13.cor
POINT (-104.74159657917137 37.12381114910046),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,55,,S4P3503-01-13.cor
POINT (-104.72378451490694 37.12418191913206),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,56,,S4P3503-01-13.cor
POINT (-104.70613909632306 37.12586054890138),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,57,,S4P3503-01-13.cor
POINT (-104.68925504489421 37.12755511912593),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,58,,S4P3503-01-13.cor
POINT (-104.6717900714473 37.12667073423684),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,59,,S4P3503-01-13.cor
POINT (-104.6556937068509 37.122988714518364),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,60,,S4P3503-01-13.cor
POINT (-104.64006365535408 37.129499600496636),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,61,,S4P3503-01-13.cor
POINT (-104.62395377030164 37.13301413920182),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,62,,S4P3503-01-13.cor
POINT (-104.61580695949641 37.1457138946742),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,63,,S4P3503-01-13.cor
POINT (-104.60591186798811 37.15741017522368),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,64,,S4P3503-01-13.cor
POINT (-104.58953231711826 37.16047692565508),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,65,,S4P3503-01-13.cor
POINT (-104.57523615660838 37.15207645980879),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,66,,S4P3503-01-13.cor
POINT (-104.55793333041053 37.15065427903461),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,67,,S4P3503-01-13.cor
POINT (-104.54164141713034 37.155177882980745),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,68,,S4P3503-01-13.cor
POINT (-104.52840203751603 37.16449359456976),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,69,,S4P3503-01-13.cor
POINT (-104.5137048147493 37.16904691073599),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,70,,S4P3503-01-13.cor
POINT (-104.51003421623743 37.16928796222214),"Bennett, Chuck",01/13/2003 12:00:00 AM,4,35,012A,Main_Hwy,70.30000305,,S4P3503-01-13.cor
POINT (-104.49764785986896 37.1844868897489),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,35,239A,Main_Hwy,0,,S4P3503-01-14.cor
POINT (-104.48989765104982 37.19677387312822),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,35,239A,Main_Hwy,1,,S4P3503-01-14.cor
POINT (-104.47713616973543 37.20694158521727),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,35,239A,Main_Hwy,2,,S4P3503-01-14.cor
POINT (-104.46665569646036 37.21785942793891),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,35,239A,Main_Hwy,3,,S4P3503-01-14.cor
POINT (-104.46662881036282 37.221033160482484),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,35,239A,Main_Hwy,3.3499999,,S4P3503-01-14.cor
POINT (-105.0796917840485 38.0274224652609),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,0,,S4P4103-01-15.cor
POINT (-105.06584995356522 38.023512855458456),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,1,,S4P4103-01-15.cor
POINT (-105.05405479799904 38.02102161139657),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,2,,S4P4103-01-15.cor
POINT (-105.0398364935334 38.01961151811898),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,3,,S4P4103-01-15.cor
POINT (-105.02798218560625 38.02170143459341),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,4,,S4P4103-01-15.cor
POINT (-105.01360607657489 38.0178856128472),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,5,,S4P4103-01-15.cor
POINT (-104.99904309068162 38.015796786069444),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,6,,S4P4103-01-15.cor
POINT (-104.99514560693267 38.02121034512979),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,7,,S4P4103-01-15.cor
POINT (-104.98763980595737 38.028890131624664),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,8,,S4P4103-01-15.cor
POINT (-104.99516338160221 38.03606583170574),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,9,,S4P4103-01-15.cor
POINT (-104.99398911913582 38.04953253670254),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,10,,S4P4103-01-15.cor
POINT (-104.98519450953286 38.06185141085348),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,11,,S4P4103-01-15.cor
POINT (-104.97165034736312 38.06952729748112),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,12,,S4P4103-01-15.cor
POINT (-104.95531954807001 38.069506432934524),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,13,,S4P4103-01-15.cor
POINT (-104.96528726938692 38.072143931442184),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078B,Main_Hwy,0,,S4P4103-01-15.cor
POINT (-104.9799985133653 38.07614187583896),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078B,Main_Hwy,1,,S4P4103-01-15.cor
POINT (-104.9884657101843 38.07526497850143),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078B,Main_Hwy,1.53999996,,S4P4103-01-15.cor
POINT (-104.94199356464019 38.078899602718174),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,14,,S4P4103-01-15.cor
POINT (-104.9277993765745 38.088045335596334),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,15,,S4P4103-01-15.cor
POINT (-104.91175158610017 38.0951988383693),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,16,,S4P4103-01-15.cor
POINT (-104.89619390476201 38.102855664138815),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,17,,S4P4103-01-15.cor
POINT (-104.88190257554689 38.10987341582978),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,18,,S4P4103-01-15.cor
POINT (-104.86778308009588 38.11666343952784),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,19,,S4P4103-01-15.cor
POINT (-104.85395362487645 38.12391976712691),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,20,,S4P4103-01-15.cor
POINT (-104.84234939124428 38.13292745130685),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,21,,S4P4103-01-15.cor
POINT (-104.82605228315614 38.13843738885924),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,22,,S4P4103-01-15.cor
POINT (-104.80968855437483 38.143443827414885),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,23,,S4P4103-01-15.cor
POINT (-104.79608063363668 38.15325280311067),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,24,,S4P4103-01-15.cor
POINT (-104.78206907602433 38.162553128494594),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,25,,S4P4103-01-15.cor
POINT (-104.76754848684556 38.171472508121994),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,26,,S4P4103-01-15.cor
POINT (-104.75301910384326 38.180425103611675),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,27,,S4P4103-01-15.cor
POINT (-104.73854941341288 38.18932681896365),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,28,,S4P4103-01-15.cor
POINT (-104.72404982411192 38.19825403088538),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,29,,S4P4103-01-15.cor
POINT (-104.70955042808802 38.207165692238476),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,30,,S4P4103-01-15.cor
POINT (-104.69479386931262 38.21583248401721),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,31,,S4P4103-01-15.cor
POINT (-104.68007422207806 38.22453112509341),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,32,,S4P4103-01-15.cor
POINT (-104.66606972900499 38.233050808523835),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,33,,S4P4103-01-15.cor
POINT (-104.66262376629145 38.235199267996954),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,41,078A,Main_Hwy,33.22999954,,S4P4103-01-15.cor
POINT (-104.79308234644733 37.653253523562014),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,0,,S4P5203-01-15.cor
POINT (-104.81030971604449 37.64878704666207),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,1,,S4P5203-01-15.cor
POINT (-104.82393823124114 37.65443406627586),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,2,,S4P5203-01-15.cor
POINT (-104.83439154276687 37.66633759617214),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,3,,S4P5203-01-15.cor
POINT (-104.84566683660708 37.67774781843394),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,4,,S4P5203-01-15.cor
POINT (-104.85526452160093 37.69007660687443),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,5,,S4P5203-01-15.cor
POINT (-104.86608123862372 37.701761048106476),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,6,,S4P5203-01-15.cor
POINT (-104.87717761277528 37.71303607622931),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,7,,S4P5203-01-15.cor
POINT (-104.89179888559019 37.71746388821932),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,8,,S4P5203-01-15.cor
POINT (-104.90813048153987 37.711484282342504),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,9,,S4P5203-01-15.cor
POINT (-104.92319563985677 37.70423766661208),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,10,,S4P5203-01-15.cor
POINT (-104.9408282131928 37.70706530577044),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,11,,S4P5203-01-15.cor
POINT (-104.9570062285303 37.71380316516121),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,12,,S4P5203-01-15.cor
POINT (-104.97308184367641 37.71923525747858),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,13,,S4P5203-01-15.cor
POINT (-104.990087988927 37.724393905952255),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,14,,S4P5203-01-15.cor
POINT (-105.00718904042938 37.72538524506543),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,15,,S4P5203-01-15.cor
POINT (-105.0217004144261 37.731459344217086),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,16,,S4P5203-01-15.cor
POINT (-105.03722311684413 37.73831322812807),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,17,,S4P5203-01-15.cor
POINT (-105.05292000363107 37.74433350841611),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,18,,S4P5203-01-15.cor
POINT (-105.07064546904826 37.74456332151899),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,19,,S4P5203-01-15.cor
POINT (-105.0841817815707 37.75410876352295),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,20,,S4P5203-01-15.cor
POINT (-105.09998016557684 37.761305123649414),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,21,,S4P5203-01-15.cor
POINT (-105.11768997354001 37.764571245462776),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,22,,S4P5203-01-15.cor
POINT (-105.13344991090446 37.771104453095866),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,23,,S4P5203-01-15.cor
POINT (-105.14775610463879 37.779630536232624),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,24,,S4P5203-01-15.cor
POINT (-105.16492758178417 37.783348810908606),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,25,,S4P5203-01-15.cor
POINT (-105.17818958569883 37.785477305977565),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,26,,S4P5203-01-15.cor
POINT (-105.19318004890826 37.79277191365245),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,27,,S4P5203-01-15.cor
POINT (-105.20861321530187 37.800070787105746),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,28,,S4P5203-01-15.cor
POINT (-105.22597255602165 37.80447388905293),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,29,,S4P5203-01-15.cor
POINT (-105.24390158397907 37.806820288141395),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,30,,S4P5203-01-15.cor
POINT (-105.2612978244131 37.811194908600626),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,31,,S4P5203-01-15.cor
POINT (-105.27724117688037 37.8177808729122),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,32,,S4P5203-01-15.cor
POINT (-105.29271417206844 37.82472736410513),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,33,,S4P5203-01-15.cor
POINT (-105.30635627131046 37.83368152044782),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,34,,S4P5203-01-15.cor
POINT (-105.30846320004521 37.84767647595195),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,35,,S4P5203-01-15.cor
POINT (-105.31899978417512 37.85909849229598),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,36,,S4P5203-01-15.cor
POINT (-105.32459833784822 37.87285855111995),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,37,,S4P5203-01-15.cor
POINT (-105.33435508093407 37.88453110320284),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,38,,S4P5203-01-15.cor
POINT (-105.33155915292103 37.89871602013621),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,39,,S4P5203-01-15.cor
POINT (-105.32964671567531 37.912953218798215),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,40,,S4P5203-01-15.cor
POINT (-105.3291772547606 37.92724257527362),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,41,,S4P5203-01-15.cor
POINT (-105.32749212803834 37.93610434776129),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,42,,S4P5203-01-15.cor
POINT (-105.32690682847257 37.9380097308276),"Bennett, Chuck",01/15/2003 12:00:00 AM,4,52,069A,Main_Hwy,42.29999924,,S4P5203-01-15.cor
POINT (-104.8024403561571 37.61359314035721),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,304,,S4P7203-01-14.cor
POINT (-104.8189808341513 37.60807019531936),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,303,,S4P7203-01-14.cor
POINT (-104.83466365583794 37.60075991840473),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,302,,S4P7203-01-14.cor
POINT (-104.85252251785454 37.598331838407944),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,301,,S4P7203-01-14.cor
POINT (-104.86788342955289 37.59207440949454),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,300,,S4P7203-01-14.cor
POINT (-104.88328137067275 37.58587841982234),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,299,,S4P7203-01-14.cor
POINT (-104.9009503464163 37.58361131325297),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,298,,S4P7203-01-14.cor
POINT (-104.9154722343222 37.576944256997976),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,297,,S4P7203-01-14.cor
POINT (-104.92858175621457 37.566674209214035),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,296,,S4P7203-01-14.cor
POINT (-104.9424748012185 37.557695564352066),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,295,,S4P7203-01-14.cor
POINT (-104.95903103342525 37.55188094046678),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,294,,S4P7203-01-14.cor
POINT (-104.97715290425721 37.5498634563529),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,293,,S4P7203-01-14.cor
POINT (-104.99503613106621 37.546774009417135),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,292,,S4P7203-01-14.cor
POINT (-105.01263686829554 37.54405682127625),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,291,,S4P7203-01-14.cor
POINT (-105.0307930421631 37.54307204525289),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,290,,S4P7203-01-14.cor
POINT (-105.04893495718729 37.54208478991628),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,289,,S4P7203-01-14.cor
POINT (-105.06712096133059 37.54114692082885),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,288,,S4P7203-01-14.cor
POINT (-105.08445360989926 37.545465594949086),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,287,,S4P7203-01-14.cor
POINT (-105.10151290129417 37.5505150677125),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,286,,S4P7203-01-14.cor
POINT (-105.11903490812225 37.553790655035364),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,285,,S4P7203-01-14.cor
POINT (-105.13551196512792 37.559605135116634),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,284,,S4P7203-01-14.cor
POINT (-105.15153228186175 37.566446332928514),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,283,,S4P7203-01-14.cor
POINT (-105.16492371457346 37.572184845219205),"Bennett, Chuck",01/14/2003 12:00:00 AM,4,72,160A,Main_Hwy,282.19000244,,S4P7203-01-14.cor
POINT (-104.47425628861724 39.02637054841168),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,330,,S4P1003-01-21.cor
POINT (-104.4557264354606 39.026282244965564),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,331,,S4P1003-01-21.cor
POINT (-104.43714471626276 39.02618901076494),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,332,,S4P1003-01-21.cor
POINT (-104.41860639519854 39.02613767344794),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,333,,S4P1003-01-21.cor
POINT (-104.3999750641444 39.026156606725024),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,334,,S4P1003-01-21.cor
POINT (-104.38135822986104 39.02616950335762),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,335,,S4P1003-01-21.cor
POINT (-104.36275077604961 39.02618942813311),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,336,,S4P1003-01-21.cor
POINT (-104.34417578313244 39.02619771809915),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,337,,S4P1003-01-21.cor
POINT (-104.32557373681911 39.02620658067524),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,338,,S4P1003-01-21.cor
POINT (-104.30993923031238 39.033501363485314),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,339,,S4P1003-01-21.cor
POINT (-104.29220512541372 39.03594710590527),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,340,,S4P1003-01-21.cor
POINT (-104.27493156343783 39.04129441021392),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,341,,S4P1003-01-21.cor
POINT (-104.26396338773642 39.05307844280348),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,342,,S4P1003-01-21.cor
POINT (-104.25088286774721 39.062923505126456),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,343,,S4P1003-01-21.cor
POINT (-104.23692193461753 39.07254539765629),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,344,,S4P1003-01-21.cor
POINT (-104.22294161138238 39.082120848116865),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,345,,S4P1003-01-21.cor
POINT (-104.20804205942738 39.090823012072626),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,346,,S4P1003-01-21.cor
POINT (-104.19315877376772 39.099962347945926),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,347,,S4P1003-01-21.cor
POINT (-104.17942189472228 39.109385235992164),"Bennett, Chuck",01/21/2003 12:00:00 AM,4,10,024A,Main_Hwy,348,,S4P1003-01-21.cor
